Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,,,"Colorado Springs, CO",0
2020,Acura,TLX,0,33995,FWD,2.4L Inline-4,2.4L FWD,,,"Houston, TX",0
2020,Acura,TLX,0,38095,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,37725,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,37725,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,40100,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,40100,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,37725,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,39595,SH-AWD,3.5L V-6,3.5L SH-AWD,,,"Indianapolis, IN",0
2020,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,41095,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,41495,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,40395,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,37725,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Indianapolis, IN",0
2020,Acura,TLX,0,40425,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,,,"Indianapolis, IN",0
2020,Acura,TLX,0,39195,SH-AWD,3.5L V-6,3.5L SH-AWD,,,"Houston, TX",0
2020,Acura,TLX,0,37695,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Houston, TX",0
2020,Acura,TLX,0,39195,SH-AWD,3.5L V-6,3.5L SH-AWD,,,"Houston, TX",0
2020,Acura,TLX,0,39595,SH-AWD,3.5L V-6,3.5L SH-AWD,,,"Houston, TX",0
2020,Acura,TLX,0,43825,FWD,3.5L V-6,3.5L FWD with A-Spec Package,,,"Houston, TX",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Houston, TX",0
